34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veeranageeri,5.625,5.625,5.625,5.625,11.25,28.125,56.25,70.3125,70.3125,56.25,28.125,28.125,22.5,22.5,28.125,16.875,22.5,28.125,42.1875,42.1875,28.125,22.5,16.875,11.25
NR_mohalla2,2.88,2.88,2.88,2.88,5.76,14.4,28.8,36,36,28.8,14.4,14.4,11.52,11.52,14.4,8.64,11.52,14.4,21.6,21.6,14.4,11.52,8.64,5.76
NR_Mohalla1,11.394,11.394,11.394,11.394,22.788,56.97,113.94,142.425,142.425,113.94,56.97,56.97,45.576,45.576,56.97,34.182,45.576,56.97,85.455,85.455,56.97,45.576,34.182,22.788
Rajiv_nagar_II,15.966,15.966,15.966,15.966,31.932,79.83,159.66,199.575,199.575,159.66,79.83,79.83,63.864,63.864,79.83,47.898,63.864,79.83,119.745,119.745,79.83,63.864,47.898,31.932
Tippu_Park,7.47,7.47,7.47,7.47,14.94,37.35,74.7,93.375,93.375,74.7,37.35,37.35,29.88,29.88,37.35,22.41,29.88,37.35,56.025,56.025,37.35,29.88,22.41,14.94


